,mw,0.7915242483185391,214,piaffe	0.7907082773487516	85,states	1.0	971
1437,,,,live	0.13713334099773847	9,
1438,,,,people	0.13680876981004964	26,
1439,,,,real	0.13673682335920387	5,
1440,,,,police	0.13515320301410463	6,
1441,,,,section	0.13508734310906212	5,
1442,,,,kind	0.13490036128965252	6,
1443,,,,information	0.13390005889602397	8,
1444,,,,meet	0.13383253774937698	6,
1445,,,,sense	0.13309801113107333	5,
1446,,,,patient	0.1326244915975972	5,
1447,,,,mother	0.13217992596466763	5,
1448,,,,british	0.1310299609863695	7,
1449,,,,door	0.12655231034217795	5,
1450,,,,act	0.12623098264947907	7,
1451,,,,perhaps	0.12604123186478464	6,
1452,,,,believe	0.12588558526271776	6,
1453,,,,room	0.12516348557049958	6,
1454,,,,woman	0.11719074792248947	8,
1455,,,,read	0.11630148544546211	5,
1456,,,,last	0.11405565025381321	11,
1457,,,,country	0.11170838177449191	6,
1458,,,,public	0.10993758194017353	5,
1459,,,,group	0.10344638516226116	7,
1460,,,,member	0.09994247943790847	5,
1461,,,,report	0.09355550814546824	5,
1462,,,,man	0.07538028593040698	6,
1463,,,,to	0	3353,
1464,,,,the	0	8502,
1465,,,,'s	0	725,
1466,,,,by	0	384,
1467,,,,of	0	2248,
1468,,,,15	0	26,
1469,,,,m	0	43,
1470,,,,and	0	3313,
1471,,,,yielding	0	4,
1472,,,,.	0	5214,
1473,,,,this	0	791,
1474,,,,be	0	3547,
1475,,,,he	0	1465,
1476,,,,for	0	807,
1477,,,,through	0	183,
1478,,,,(	0	406,
1479,,,,-	0	1066,
1480,,,,)	0	404,
1481,,,,where	0	93,
1482,,,,they	0	373,
1483,,,,3	0	81,
1484,,,,may	0	111,
1485,,,,a	0	2709,
1486,,,,at	0	569,
1487,,,,reponsiveness	0	1,
1488,,,,advancement	0	1,
1489,,,,from	0	487,
1490,,,,must	0	177,
1491,,,,because	0	147,
1492,,,,pre-cursor	0	2,
1493,,,,rein-back	0	3,
1494,,,,shortening	0	4,
1495,,,,:	0	365,
1496,,,,or	0	595,
1497,,,,20	0	78,
1498,,,,&	0	46,
1499,,,,across	0	32,
1500,,,,1	0	84,
1501,,,,/	0	63,
1502,,,,2	0	82,
1503,,,,10m	0	2,
1504,,,,down	0	174,
1505,,,,5	0	32,
1506,,,,240	0	4,
1507,,,,120	0	5,
1508,,,,pts	0	4,
1509,,,,each	0	153,
1510,,,,10	0	88,
1511,,,,than	0	141,
1512,,,,8	0	18,
1513,,,,on	0	944,
1514,,,,-yield	0	2,
1515,,,,forbidden	0	1,
1516,,,,along	0	29,
1517,,,,all	0	178,
1518,,,,regardless	0	4,
1519,,,,ii	0	13,
1520,,,,expand	0	2,
1521,,,,importantly	0	2,
1522,,,,with	0	881,
1523,,,,every	0	67,
1524,,,,-2	0	1,
1525,,,,immobility	0	4,
1526,,,,what	0	118,
1527,,,,?	0	92,
1528,,,,so	0	204,
1529,,,,that	0	838,
1530,,,,if	0	365,
1531,,,,it	0	729,
1532,,,,sniff	0	2,
1533,,,,something	0	27,
1534,,,,elongate	0	2,
1535,,,,constrict	0	2,
1536,,,,underneath	0	14,
1537,,,,its	0	115,
1538,,,,do	0	443,
1539,,,,relate	0	4,
1540,,,,"""	0	916",
1541,,,,misconception	0	3,
1542,,,,chin	0	4,
1543,,,,roundness	0	4,
1544,,,,should	0	275,
1545,,,,false	0	2,
1546,,,,over	0	125,
1547,,,,will	0	424,
1548,,,,breakdown	0	1,
1549,,,,infuse	0	1,
1550,,,,throughout	0	33,
1551,,,,eliminate	0	4,
1552,,,,himself	0	41,
1553,,,,into	0	164,
1554,,,,his	0	14,
1555,,,,assist	0	4,
1556,,,,pinnacle	0	4,
1557,,,,progressively	0	4,
1558,,,,until	0	50,
1559,,,,while	0	145,
1560,,,,both	0	146,
1561,,,,though	0	30,
1562,,,,towards	0	9,
1563,,,,rainbow	0	1,
1564,,,,when	0	434,
1565,,,,during	0	85,
1566,,,,incrementally	0	1,
1567,,,,not	0	581,
1568,,,,entirely	0	2,
1569,,,,solely	0	2,
1570,,,,integral	0	3,
1571,,,,themselves	0	11,
1572,,,,representation	0	2,
1573,,,,have	0	595,
1574,,,,itself	0	12,
1575,,,,which	0	191,
1576,,,,inhibit	0	2,
1577,,,,one	0	204,
1578,,,,can	0	461,
1579,,,,without	0	101,
1580,,,,against	0	24,
1581,,,,regimen	0	1,
1582,,,,forth	0	3,
1583,,,,four	0	41,
1584,,,,three	0	100,
1585,,,,rising	0	2,
1586,,,,slide	0	2,
1587,,,,two	0	106,
1588,,,,notes	0	3,
1589,,,,there	0	130,
1590,,,,mobility	0	3,
1591,,,,shallow	0	2,
1592,,,,poorly	0	3,
1593,,,,asymmetrical	0	1,
1594,,,,;	0	65,
1595,,,,another	0	48,
1596,,,,critically	0	2,
1597,,,,between	0	117,
1598,,,,-back	0	3,
1599,,,,20m	0	1,
1600,,,,l&r	0	2,
1601,,,,renvers	0	2,
1602,,,,l&r.	0	1,
1603,,,,transformation	0	1,
1604,,,,remy	0	2,
1605,,,,we	0	246,
1606,,,,flaw	0	2,
1607,,,,trait	0	4,
1608,,,,desirable	0	3,
1609,,,,advertise	0	1,
1610,,,,ad	0	2,
1611,,,,list	0	3,
1612,,,,sale	0	2,
1613,,,,buyer	0	1,
1614,,,,obviously	0	2,
1615,,,,outperform	0	1,
1616,,,,story	0	4,
1617,,,,under	0	85,
1618,,,,dictate	0	3,
1619,,,,you	0	1821,
1620,,,,would	0	60,
1621,,,,after	0	56,
1622,,,,but	0	267,
1623,,,,noticeable	0	2,
1624,,,,clue	0	1,
1625,,,,about	0	124,
1626,,,,correctness	0	2,
1627,,,,my	0	183,
1628,,,,i	0	544,
1629,,,,buy	0	2,
1630,,,,4	0	50,
1631,,,,off	0	80,
1632,,,,immature	0	1,
1633,,,,although	0	37,
1634,,,,racehorse	0	1,
1635,,,,contribute	0	3,
1636,,,,sad-looking	0	1,
1637,,,,changeable	0	1,
1638,,,,beyond	0	2,
1639,,,,before	0	81,
1640,,,,humerus	0	1,
1641,,,,stifle	0	3,
1642,,,,succeed	0	3,
1643,,,,unrecognizable	0	1,
1644,,,,taller	0	3,
1645,,,,out	0	157,
1646,,,,pretty	0	2,
1647,,,,everywhere	0	1,
1648,,,,healthier	0	1,
1649,,,,straighter	0	2,
1650,,,,prouder	0	1,
1651,,,,prominent	0	2,
1652,,,,!	0	43,
1653,,,,due	0	18,
1654,,,,bulk	0	1,
1655,,,,fill	0	2,
1656,,,,like	0	98,
1657,,,,hinge	0	4,
1658,,,,alternately	0	3,
1659,,,,cognicent	0	1,
1660,,,,resistant	0	1,
1661,,,,non-evasive	0	1,
1662,,,,punish	0	3,
1663,,,,aversion	0	1,
1664,,,,resistence	0	2,
1665,,,,overbent	0	1,
1666,,,,drag	0	3,
1667,,,,around	0	77,
1668,,,,upon	0	12,
1669,,,,advantageous	0	1,
1670,,,,familiar	0	4,
1671,,,,steep	0	1,
1672,,,,overbend	0	2,
1673,,,,eyed	0	1,
1674,,,,ammy	0	1,
1675,,,,wonder	0	2,
1676,,,,excuse	0	2,
1677,,,,inspire	0	3,
1678,,,,reminder	0	2,
1679,,,,encouragement	0	3,
1680,,,,bumpy	0	1,
1681,,,,anyone	0	5,
1682,,,,resolution	0	1,
1683,,,,discover	0	1,
1684,,,,gift	0	1,
1685,,,,open-minded	0	1,
1686,,,,default	0	1,
1687,,,,oriented	0	1,
1688,,,,perfectionist	0	1,
1689,,,,personality	0	1,
1690,,,,altogether	0	2,
1691,,,,2000	0	6,
1692,,,,online	0	2,
1693,,,,blodline	0	1,
1694,,,,nearco	0	1,
1695,,,,fitting	0	2,
1696,,,,bill	0	1,
1697,,,,could	0	27,
1698,,,,grandsire	0	1,
1699,,,,secretariat	0	1,
1700,,,,snow	0	1,
1701,,,,gangly	0	1,
1702,,,,underweight	0	1,
1703,,,,rump	0	1,
1704,,,,furry	0	1,
1705,,,,fuzzy	0	1,
1706,,,,naughty	0	2,
1707,,,,paw	0	1,
1708,,,,crossty	0	1,
1709,,,,thank	0	2,
1710,,,,she	0	376,
1711,,,,3.5	0	3,
1712,,,,email	0	1,
1713,,,,$	0	3,
1714,,,,unbroken	0	1,
1715,,,,500.00	0	2,
1716,,,,any	0	65,
1717,,,,borrow	0	1,
1718,,,,dad	0	1,
1719,,,,pa	0	1,
1720,,,,turnpike	0	1,
1721,,,,six	0	19,
1722,,,,some	0	105,
1723,,,,butt	0	4,
1724,,,,heart	0	4,
1725,,,,tally	0	1,
1726,,,,broken	0	1,
1727,,,,snaffle	0	4,
1728,,,,who	0	85,
1729,,,,doubt	0	3,
1730,,,,…	0	16,
1731,,,,needless	0	2,
1732,,,,setbacks	0	1,
1733,,,,divorce	0	1,
1734,,,,huge	0	3,
1735,,,,financial	0	1,
1736,,,,setback	0	1,
1737,,,,sell	0	1,
1738,,,,friesian	0	2,
1739,,,,morgan	0	1,
1740,,,,purchase	0	1,
1741,,,,weanling	0	4,
1742,,,,cast	0	3,
1743,,,,puncture	0	1,
1744,,,,induce	0	2,
1745,,,,despite	0	6,
1746,,,,12	0	18,
1747,,,,plus	0	6,
1748,,,,strain	0	4,
1749,,,,tendon	0	4,
1750,,,,tore	0	1,
1751,,,,ligament	0	3,
1752,,,,bruise	0	2,
1753,,,,minor	0	2,
1754,,,,ulcer	0	1,
1755,,,,numerous	0	2,
1756,,,,scrape	0	1,
1757,,,,mild	0	1,
1758,,,,colic	0	1,
1759,,,,stitch	0	1,
1760,,,,abscess	0	1,
1761,,,,hell	0	3,
1762,,,,whack	0	1,
1763,,,,shoe	0	2,
1764,,,,blow	0	1,
1765,,,,lame	0	1,
1766,,,,rim	0	1,
1767,,,,somewhere	0	3,
1768,,,,cold	0	1,
1769,,,,hosing	0	2,
1770,,,,soak	0	2,
1771,,,,heating	0	1,
1772,,,,wound	0	1,
1773,,,,cleanse	0	1,
1774,,,,packing	0	1,
1775,,,,oftentime	0	1,
1776,,,,overlook	0	2,
1777,,,,glorious	0	2,
1778,,,,bond	0	2,
1779,,,,truck	0	1,
1780,,,,nicker	0	2,
1781,,,,displeasure	0	2,
1782,,,,whinny	0	1,
1783,,,,whin	0	1,
1784,,,,whistle	0	1,
1785,,,,officer	0	1,
1786,,,,within	0	53,
1787,,,,save	0	3,
1788,,,,money	0	1,
1789,,,,hotel	0	1,
1790,,,,stabling	0	1,
1791,,,,meal	0	1,
1792,,,,shopping	0	2,
1793,,,,luxury	0	1,
1794,,,,prep	0	1,
1795,,,,five	0	22,
1796,,,,cry	0	3,
1797,,,,afford	0	1,
1798,,,,convention	0	3,
1799,,,,disappointing	0	1,
1800,,,,??	0	1,
1801,,,,13	0	9,
1802,,,,retire	0	4,
1803,,,,decide	0	2,
1804,,,,proud	0	4,
1805,,,,shadbelly	0	2,
1806,,,,per	0	18,
1807,,,,qualify	0	1,
1808,,,,blm	0	2,
1809,,,,3rd	0	2,
1810,,,,4th	0	3,
1811,,,,george	0	3,
1812,,,,8th	0	1,
1813,,,,non-warmblood	0	1,
1814,,,,!!)	0	1,
1815,,,,wonderful	0	4,
1816,,,,husband	0	2,
1817,,,,boston	0	1,
1818,,,,2014	0	6,
1819,,,,16	0	6,
1820,,,,owe	0	2,
1821,,,,anything	0	7,
1822,,,,astray	0	1,
1823,,,,blink	0	1,
1824,,,,toward	0	55,
1825,,,,gulp	0	1,
1826,,,,scared	0	1,
1827,,,,breath	0	2,
1828,,,,embarrassing	0	1,
1829,,,,myself	0	8,
1830,,,,herself	0	8,
1831,,,,beloved	0	1,
1832,,,,lacey	0	2,
1833,,,,dog	0	2,
1834,,,,diagnose	0	1,
1835,,,,osteosarcoma	0	1,
1836,,,,cancer	0	1,
1837,,,,screeching	0	1,
1838,,,,everything	0	9,
1839,,,,thankfully	0	1,
1840,,,,marija	0	2,
1841,,,,trieschman	0	1,
1842,,,,knapp	0	1,
1843,,,,besides	0	2,
1844,,,,30	0	16,
1845,,,,academy	0	3,
1846,,,,hurt	0	2,
1847,,,,dozen	0	1,
1848,,,,bridge	0	2,
1849,,,,gap	0	2,
1850,,,,pride	0	1,
1851,,,,regroup	0	1,
1852,,,,plugge	0	1,
1853,,,,steadily	0	1,
1854,,,,7's	0	2,
1855,,,,7.5'	0	1,
1856,,,,inconsistent	0	2,
1857,,,,%	0	37,
1858,,,,frustrating	0	1,
1859,,,,tooth	0	2,
1860,,,,nail	0	1,
1861,,,,volume	0	1,
1862,,,,dread	0	2,
1863,,,,6	0	25,
1864,,,,6.5	0	2,
1865,,,,tour	0	3,
1866,,,,60	0	14,
1867,,,,61.6	0	1,
1868,,,,season	0	3,
1869,,,,tantrum	0	1,
1870,,,,someone	0	8,
1871,,,,guess	0	1,
1872,,,,18	0	6,
1873,,,,disappointed	0	1,
1874,,,,fairy	0	2,
1875,,,,tale	0	2,
1876,,,,realize	0	3,
1877,,,,chase	0	3,
1878,,,,anymore	0	1,
1879,,,,pressured	0	1,
1880,,,,patrol	0	2,
1881,,,,honore	0	1,
1882,,,,honor	0	1,
1883,,,,friendship	0	2,
1884,,,,surgery	0	1,
1885,,,,envision	0	2,
1886,,,,advice	0	4,
1887,,,,hint	0	1,
1888,,,,—	0	138,
1889,,,,pound	0	4,
1890,,,,uneven	0	2,
1891,,,,firmly	0	4,
1892,,,,iron	0	2,
1893,,,,onto	0	27,
1894,,,,rotation	0	3,
1895,,,,shrink	0	1,
1896,,,,comfortably	0	4,
1897,,,,momentum	0	1,
1898,,,,struggle	0	4,
1899,,,,reverse	0	2,
1900,,,,suppling	0	2,
1901,,,,whether	0	18,
1902,,,,beginner	0	4,
1903,,,,submissive	0	4,
1904,,,,rearward	0	2,
1905,,,,cannot	0	15,
1906,,,,via	0	2,
1907,,,,fancy	0	2,
1908,,,,seesawe	0	1,
1909,,,,synonymous	0	1,
1910,,,,acceptable	0	4,
1911,,,,headset	0	3,
1912,,,,unresponsive	0	1,
1913,,,,guarantee	0	1,
1914,,,,novice	0	4,
1915,,,,gadget	0	1,
1916,,,,skilled	0	4,
1917,,,,either	0	26,
1918,,,,root	0	4,
1919,,,,brace	0	1,
1920,,,,evasion	0	1,
1921,,,,see-saw	0	1,
1922,,,,purposefully	0	2,
1923,,,,since	0	15,
1924,,,,internationale	0	2,
1925,,,,7	0	11,
1926,,,,distinct	0	2,
1927,,,,similarly	0	1,
1928,,,,/2	0	4,
1929,,,,2-3	0	1,
1930,,,,possess	0	2,
1931,,,,majority	0	3,
1932,,,,detrimental	0	1,
1933,,,,rough	0	2,
1934,,,,worst	0	2,
1935,,,,crime	0	1,
1936,,,,commit	0	3,
1937,,,,spectrum	0	3,
1938,,,,positioning	0	4,
1939,,,,better-trained	0	1,
1940,,,,pinching	0	1,
1941,,,,imbalance	0	1,
1942,,,,perceive	0	2,
1943,,,,disobedience	0	1,
1944,,,,pinch	0	1,
1945,,,,neither	0	5,
1946,,,,nor	0	10,
1947,,,,jerk	0	2,
1948,,,,sidepass	0	1,
1949,,,,prevalent	0	1,
1950,,,,over-	0	1,
1951,,,,sophisticated	0	4,
1952,,,,restraint	0	2,
1953,,,,reinback	0	1,
1954,,,,lay	0	3,
1955,,,,lip	0	2,
1956,,,,usual	0	4,
1957,,,,plant	0	3,
1958,,,,one-rein	0	1,
1959,,,,emergency	0	2,
1960,,,,-style	0	2,
1961,,,,employ	0	4,
1962,,,,severity	0	4,
1963,,,,whereas	0	3,
1964,,,,opinion	0	4,
1965,,,,agree	0	2,
1966,,,,region	0	1,
1967,,,,'	0	28,
1968,,,,mimic	0	1,
1969,,,,mirrore	0	2,
1970,,,,temporarily	0	2,
1971,,,,lastly	0	3,
1972,,,,discourage	0	2,
1973,,,,uncomfortable	0	4,
1974,,,,reprimand	0	3,
1975,,,,stern	0	1,
1976,,,,verbal	0	3,
1977,,,,noise	0	4,
1978,,,,soothing	0	1,
1979,,,,penalize	0	3,
1980,,,,frown	0	2,
1981,,,,limited	0	2,
1982,,,,apt	0	1,
1983,,,,whoa	0	6,
1984,,,,actual	0	4,
1985,,,,accenting	0	1,
1986,,,,calming	0	1,
1987,,,,accentuate	0	3,
1988,,,,upbeat	0	1,
1989,,,,growl	0	1,
1990,,,,pupil	0	1,
1991,,,,likewise	0	2,
1992,,,,announcer	0	1,
1993,,,,implement	0	3,
1994,,,,panic	0	2,
1995,,,,distrust	0	1,
1996,,,,constitute	0	3,
1997,,,,abuse	0	1,
1998,,,,strict	0	3,
1999,,,,hackamore	0	3,
2000,,,,headgear	0	1,
2001,,,,methology	0	1,
2002,,,,confine	0	2,
2003,,,,exhibition	0	4,
2004,,,,bridleless	0	1,
2005,,,,prey	0	1,
2006,,,,-or-flight	0	1,
2007,,,,override	0	1,
2008,,,,crisis	0	1,
2009,,,,punishment	0	4,
2010,,,,brief	0	4,
2011,,,,sharp	0	1,
2012,,,,jab	0	1,
2013,,,,refuse	0	4,
2014,,,,abusive	0	2,
2015,,,,blood	0	3,
2016,,,,blunt	0	1,
2017,,,,rowel	0	1,
2018,,,,rotate	0	3,
2019,,,,organizational	0	1,
2020,,,,bat	0	3,
2021,,,,lash	0	3,
2022,,,,90	0	3,
2023,,,,flick	0	1,
2024,,,,180	0	7,
2025,,,,150	0	2,
2026,,,,exclusively	0	4,
2027,,,,load	0	3,
2028,,,,regulate	0	4,
2029,,,,stiffer	0	4,
2030,,,,⁄	0	1,
2031,,,,75	0	1,
2032,,,,popper	0	1,
2033,,,,misbehaviour	0	1,
2034,,,,regulation	0	2,
2035,,,,stroke	0	2,
2036,,,,anywhere	0	2,
2037,,,,circumstance	0	3,
2038,,,,refusal	0	2,
2039,,,,2015	0	10,
2040,,,,tests	0	1,
2041,,,,kristi	0	1,
2042,,,,wysocki	0	1,
2043,,,,subcommittee	0	3,
2044,,,,reasoning	0	1,
2045,,,,familiarize	0	1,
2046,,,,yourself	0	23,
2047,,,,update	0	1,
2048,,,,veterinarian	0	4,
2049,,,,evolution	0	3,
2050,,,,compile	0	1,
2051,,,,input	0	2,
2052,,,,modification	0	4,
2053,,,,fair	0	4,
2054,,,,apparent	0	3,
2055,,,,interesting	0	1,
2056,,,,blue	0	2,
2057,,,,edit	0	1,
2058,,,,locate	0	2,
2059,,,,recent	0	3,
2060,,,,examine	0	1,
2061,,,,closely	0	4,
2062,,,,grid	0	2,
2063,,,,construct	0	1,
2064,,,,identify	0	2,
2065,,,,confused	0	1,
2066,,,,revise	0	1,
2067,,,,to-back	0	1,
2068,,,,2011	0	5,
2069,,,,rebalance	0	4,
2070,,,,otherwise	0	4,
2071,,,,greener	0	2,
2072,,,,-third	0	2,
2073,,,,partial	0	2,
2074,,,,visibility	0	1,
2075,,,,might	0	37,
2076,,,,h.	0	1,
2077,,,,legal	0	2,
2078,,,,reality	0	2,
2079,,,,rush	0	4,
2080,,,,nothing	0	6,
2081,,,,45	0	8,
2082,,,,m–g–h	0	1,
2083,,,,adjustment	0	4,
2084,,,,underwent	0	1,
2085,,,,e.g.	0	3,
2086,,,,h–x	0	1,
2087,,,,–m	0	1,
2088,,,,classic	0	2,
2089,,,,historically	0	1,
2090,,,,sequentially	0	1,
2091,,,,schaukel	0	1,
2092,,,,fluent	0	1,
2093,,,,hole	0	4,
2094,,,,buildup	0	1,
2095,,,,edition	0	1,
2096,,,,r	0	2,
2097,,,,s	0	4,
2098,,,,l	0	3,
2099,,,,p.	0	4,
2100,,,,standardize	0	2,
2101,,,,entry	0	3,
2102,,,,immobile	0	2,
2103,,,,min.	0	2,
2104,,,,[	0	9,
2105,,,,]	0	9,
2106,,,,marks	0	2,
2107,,,,—heavily	0	1,
2108,,,,constructive	0	1,
2109,,,,discussion	0	1,
2110,,,,dictionary	0	1,
2111,,,,intention	0	4,
2112,,,,original	0	2,
2113,,,,cooperate	0	4,
2114,,,,walking	0	2,
2115,,,,satisfactory	0	4,
2116,,,,competence	0	1,
2117,,,,/4	0	1,
2118,,,,meredith	0	2,
2119,,,,manor	0	2,
2120,,,,college	0	1,
2121,,,,prerequisites	0	3,
2122,,,,none	0	3,
2123,,,,description	0	2,
2124,,,,emphasis	0	4,
2125,,,,depth	0	1,
2126,,,,weekly	0	3,
2127,,,,topic	0	4,
2128,,,,personal	0	2,
2129,,,,interest	0	3,
2130,,,,syllabi	0	1,
2131,,,,independently	0	2,
2132,,,,iii	0	1,
2133,,,,curve	0	4,
2134,,,,iv	0	1,
2135,,,,reproduce	0	2,
2136,,,,behavioral	0	1,
2137,,,,vi	0	1,
2138,,,,vii	0	1,
2139,,,,viii	0	1,
2140,,,,ix	0	1,
2141,,,,achievement	0	1,
2142,,,,partially	0	1,
2143,,,,dependent	0	3,
2144,,,,completion	0	4,
2145,,,,courses	0	1,
2146,,,,tree	0	3,
2147,,,,link	0	4,
2148,,,,solving	0	1,
2149,,,,nancy	0	1,
2150,,,,wesolek	0	1,
2151,,,,sterret	0	1,
2152,,,,department	0	2,
2153,,,,instructional	0	1,
2154,,,,observation	0	2,
2155,,,,feedback	0	2,
2156,,,,instruction	0	4,
2157,,,,monitor	0	3,
2158,,,,punctuality	0	1,
2159,,,,attendance	0	1,
2160,,,,significantly	0	3,
2161,,,,piaffehorse	0	1,
2162,,,,responsiveness	0	4,
2163,,,,stamina	0	2,
2164,,,,rigid	0	3,
2165,,,,irregular	0	3,
2166,,,,unwillingness	0	1,
2167,,,,swinging	0	3,
2168,,,,reflect	0	3,
2169,,,,adjustability	0	2,
2170,,,,reflective	0	1,
2171,,,,passthe	0	1,
2172,,,,overnight	0	1,
2173,,,,ongoing	0	4,
2174,,,,repetitive	0	2,
2175,,,,entail	0	3,
2176,,,,interconnected	0	4,
2177,,,,directory	0	1,
2178,,,,glossary	0	2,
2179,,,,characteristic	0	3,
2180,,,,rack	0	1,
2181,,,,etc	0	4,
2182,,,,falls	0	4,
2183,,,,preservation	0	2,
2184,,,,lunge	0	1,
2185,,,,adequate	0	3,
2186,,,,debatable	0	1,
2187,,,,certainly	0	3,
2188,,,,minimize	0	2,
2189,,,,preserve	0	1,
2190,,,,shoulders	0	1,
2191,,,,interested	0	1,
2192,,,,baby	0	4,
2193,,,,tempting	0	2,
2194,,,,basically	0	3,
2195,,,,re-establish	0	3,
2196,,,,disconnect	0	2,
2197,,,,off-balance	0	1,
2198,,,,bonus	0	3,
2199,,,,breeze	0	1,
2200,,,,diagram	0	4,
2201,,,,blend	0	3,
2202,,,,softer	0	2,
2203,,,,fabl	0	1,
2204,,,,celebrate	0	1,
2205,,,,sink	0	3,
2206,,,,unintended	0	1,
2207,,,,mix	0	3,
2208,,,,signal	0	4,
2209,,,,octagon	0	1,
2210,,,,sided	0	2,
2211,,,,haunches	0	1,
2212,,,,half-pass	0	1,
2213,,,,unlike	0	8,
2214,,,,vs.	0	1,
2215,,,,maneuver	0	4,
2216,,,,passing	0	1,
2217,,,,-volte	0	1,
2218,,,,twist	0	3,
2219,,,,off-	0	1,
2220,,,,concern	0	1,
2221,,,,optimal	0	4,
2222,,,,emotional	0	4,
2223,,,,thoughtful	0	3,
2224,,,,planning	0	1,
2225,,,,avoidable	0	1,
2226,,,,painful	0	3,
2227,,,,row	0	2,
2228,,,,unintentionally	0	1,
2229,,,,demoralize	0	1,
2230,,,,tightness	0	3,
2231,,,,chore	0	1,
2232,,,,guideline	0	2,
2233,,,,101	0	1,
2234,,,,initial	0	3,
2235,,,,circulate	0	1,
2236,,,,lubricate	0	1,
2237,,,,oxygenate	0	1,
2238,,,,fiber	0	1,
2239,,,,pliable	0	1,
2240,,,,—he	0	3,
2241,,,,rhythmic	0	2,
2242,,,,older	0	4,
2243,,,,patiently	0	1,
2244,,,,revving	0	1,
2245,,,,bottom	0	1,
2246,,,,rung	0	1,
2247,,,,canter–walk	0	2,
2248,,,,monday	0	2,
2249,,,,friday	0	2,
2250,,,,limber	0	1,
2251,,,,serious	0	2,
2252,,,,intensely	0	1,
2253,,,,tuesday	0	2,
2254,,,,wednesday	0	2,
2255,,,,thursday	0	1,
2256,,,,recuperate	0	1,
2257,,,,revisit	0	1,
2258,,,,lazier	0	1,
2259,,,,lining	0	2,
2260,,,,longeing	0	1,
2261,,,,cavaletti	0	1,
2262,,,,anaerobic	0	1,
2263,,,,flourish	0	1,
2264,,,,aerobic	0	1,
2265,,,,systematically	0	3,
2266,,,,duration	0	2,
2267,,,,fully	0	3,
2268,,,,contract	0	1,
2269,,,,dispel	0	1,
2270,,,,lactic	0	1,
2271,,,,acid	0	1,
2272,,,,temperature	0	1,
2273,,,,portion	0	3,
2274,,,,adhere	0	1,
2275,,,,biomechanics	0	2,
2276,,,,susanne	0	3,
2277,,,,dietze	0	4,
2278,,,,rytter	0	2,
2279,,,,9	0	14,
2280,,,,denmark	0	2,
2281,,,,glace	0	1,
2282,,,,elegant	0	4,
2283,,,,free-moving	0	1,
2284,,,,presence	0	2,
2285,,,,beauty	0	2,
2286,,,,hover	0	2,
2287,,,,restart	0	1,
2288,,,,bicycle	0	4,
2289,,,,mechanically	0	1,
2290,,,,deliberately	0	2,
2291,,,,rowing	0	3,
2292,,,,swim	0	1,
2293,,,,breathing	0	2,
2294,,,,deepen	0	1,
2295,,,,buttock	0	1,
2296,,,,girdle	0	1,
2297,,,,copy	0	1,
2298,,,,hang	0	3,
2299,,,,suspend	0	3,
2300,,,,dance	0	4,
2301,,,,intermediaire	0	3,
2302,,,,proficient	0	1,
2303,,,,strenuous	0	4,
2304,,,,stone	0	3,
2305,,,,adventure	0	2,
2306,,,,grasp	0	1,
2307,,,,dusty	0	2,
2308,,,,perin	0	2,
2309,,,,pertain	0	2,
2310,,,,pyramid_of_training	0	2,
2311,,,,graduate	0	3,
2312,,,,ten-meter	0	1,
2313,,,,thereby	0	2,
2314,,,,fine-tune	0	1,
2315,,,,individually	0	2,
2316,,,,trot–walk	0	1,
2317,,,,–trot	0	1,
2318,,,,promptly	0	4,
2319,,,,subtle	0	3,
2320,,,,closing	0	2,
2321,,,,hone	0	2,
2322,,,,sternum	0	2,
2323,,,,grip	0	3,
2324,,,,wet	0	4,
2325,,,,towel	0	4,
2326,,,,ankle	0	1,
2327,,,,pedale	0	1,
2328,,,,analyze	0	4,
2329,,,,softness	0	2,
2330,,,,interrupt	0	1,
2331,,,,insight	0	1,
2332,,,,visualize	0	4,
2333,,,,by-step	0	3,
2334,,,,disturbance	0	1,
2335,,,,levels	0	1,
2336,,,,embark	0	1,
2337,,,,morten	0	3,
2338,,,,thomsen	0	3,
2339,,,,2012	0	3,
2340,,,,visit	0	4,
2341,,,,silkeborg	0	1,
2342,,,,fantastic	0	3,
2343,,,,brick	0	1,
2344,,,,facility	0	2,
2345,,,,aviary	0	1,
2346,,,,lovely	0	3,
2347,,,,belong	0	2,
2348,,,,wow	0	1,
2349,,,,rare	0	2,
2350,,,,talent	0	2,
2351,,,,pirouetting	0	2,
2352,,,,genius	0	2,
2353,,,,easiest	0	2,
2354,,,,mobile	0	3,
2355,,,,oh	0	1,
2356,,,,spinning	0	1,
2357,,,,spin	0	3,
2358,,,,eight	0	17,
2359,,,,slot	0	1,
2360,,,,weaker	0	1,
2361,,,,whichever	0	1,
2362,,,,stuck	0	2,
2363,,,,sooner	0	2,
2364,,,,psychology	0	1,
2365,,,,definitely	0	2,
2366,,,,yours	0	2,
2367,,,,misunderstanding	0	4,
2368,,,,doma	0	1,
2369,,,,menorquina	0	1,
2370,,,,island	0	1,
2371,,,,menorca	0	1,
2372,,,,lusitano	0	3,
2373,,,,lipizzan	0	3,
2374,,,,menorquín	0	1,
2375,,,,powerfully	0	3,
2376,,,,conform	0	2,
2377,,,,seven	0	5,
2378,,,,conception	0	1,
2379,,,,indeed	0	3,
2380,,,,agility	0	4,
2381,,,,battlefield	0	4,
2382,,,,expose	0	3,
2383,,,,vulnerable	0	2,
